base,target,kind,a_idx,a_size,b_idx,b_size
US,PAL,changed-same-index,258,114744,258,106552
US,PAL,changed-same-index,259,309288,259,308972
US,PAL,changed-same-index,260,295456,260,295456
US,PAL,changed-same-index,261,297500,261,297500
US,PAL,changed-same-index,262,295400,262,295400
US,PAL,changed-same-index,263,297040,263,297040
US,PAL,changed-same-index,264,295892,264,295892
US,PAL,changed-same-index,265,295852,265,295852
US,PAL,changed-same-index,266,297076,266,297076
US,PAL,changed-same-index,267,296636,267,296636
US,PAL,changed-same-index,268,294148,268,294148
US,PAL,changed-same-index,269,290212,269,290212
US,PAL,changed-same-index,270,291232,270,291232
US,PAL,changed-same-index,271,296328,271,296328
US,PAL,changed-same-index,272,293456,272,293456
US,PAL,changed-same-index,273,286652,273,286652
US,PAL,changed-same-index,274,294672,274,294324
US,PAL,changed-same-index,275,314856,275,314856
US,PAL,changed-same-index,276,75476,276,75476
US,PAL,changed-same-index,277,73804,277,73804
US,PAL,changed-same-index,278,71988,278,71988
US,PAL,changed-same-index,279,69648,279,69648
US,PAL,changed-same-index,280,71952,280,71952
US,PAL,changed-same-index,281,75908,281,75908
US,PAL,changed-same-index,282,66848,282,66848
US,PAL,changed-same-index,283,75064,283,75064
US,PAL,changed-same-index,284,72576,284,72576
US,PAL,changed-same-index,285,68640,285,68640
US,PAL,changed-same-index,286,69660,286,69660
US,PAL,changed-same-index,287,74756,287,74756
US,PAL,changed-same-index,288,71884,288,71884
US,PAL,changed-same-index,289,65080,289,65080
US,PAL,changed-same-index,290,73100,290,72752
US,PAL,changed-same-index,291,93284,291,93284
US,PAL,changed-same-index,292,184244,292,184244
US,PAL,changed-same-index,293,180528,293,180528
US,PAL,changed-same-index,294,180812,294,180812
US,PAL,changed-same-index,295,176832,295,176832
US,PAL,changed-same-index,296,180284,296,180284
US,PAL,changed-same-index,297,184280,297,184280
US,PAL,changed-same-index,298,173996,298,173996
US,PAL,changed-same-index,299,182652,299,182652
US,PAL,changed-same-index,300,180944,300,180944
US,PAL,changed-same-index,301,177400,301,177400
US,PAL,changed-same-index,302,176880,302,176880
US,PAL,changed-same-index,303,183220,303,183220
US,PAL,changed-same-index,304,154476,304,154476
US,PAL,changed-same-index,305,173476,305,173476
US,PAL,changed-same-index,306,183188,306,182748
US,PAL,changed-same-index,307,154476,307,154476
US,PAL,changed-same-index,308,31244,308,31244
US,PAL,changed-same-index,309,28356,309,28356
US,PAL,changed-same-index,310,24928,310,24928
US,PAL,changed-same-index,311,21784,311,21784
US,PAL,changed-same-index,312,26476,312,26476
US,PAL,changed-same-index,313,29616,313,29616
US,PAL,changed-same-index,314,20036,314,20036
US,PAL,changed-same-index,315,29168,315,29168
US,PAL,changed-same-index,316,26004,316,26004
US,PAL,changed-same-index,317,22848,317,22848
US,PAL,changed-same-index,318,23340,318,23340
US,PAL,changed-same-index,319,29264,319,29264
US,PAL,changed-same-index,320,27128,320,27128
US,PAL,changed-same-index,321,21260,321,21260
US,PAL,changed-same-index,322,32444,322,31700
US,PAL,changed-same-index,323,58832,323,58832
US,PAL,changed-same-index,324,138364,324,138364
US,PAL,changed-same-index,325,141696,325,141696
US,PAL,changed-same-index,326,141936,326,141936
US,PAL,changed-same-index,327,142896,327,142896
US,PAL,changed-same-index,328,142588,328,142588
US,PAL,changed-same-index,329,143548,329,143548
US,PAL,changed-same-index,330,143788,330,143788
US,PAL,changed-same-index,331,142064,331,142064
US,PAL,changed-same-index,332,14464,332,14464
US,PAL,changed-same-index,333,13980,333,13980
US,PAL,changed-same-index,334,10912,334,10912
US,PAL,changed-same-index,335,10164,335,10164
US,PAL,changed-same-index,336,13752,336,13752
US,PAL,changed-same-index,337,13932,337,13932
US,PAL,changed-same-index,338,10740,338,10740
US,PAL,changed-same-index,339,14440,339,14440
US,PAL,changed-same-index,340,12672,340,12672
US,PAL,changed-same-index,341,10352,341,10352
US,PAL,changed-same-index,342,12084,342,12084
US,PAL,changed-same-index,343,15280,343,15280
US,PAL,changed-same-index,344,13700,344,13700
US,PAL,changed-same-index,345,11088,345,11088
US,PAL,changed-same-index,346,14900,346,14524
US,PAL,changed-same-index,347,23488,347,23488
US,PAL,changed-same-index,348,107804,348,107804
US,PAL,changed-same-index,349,107320,349,107320
US,PAL,changed-same-index,350,104252,350,104252
US,PAL,changed-same-index,351,103504,351,103504
US,PAL,changed-same-index,352,107092,352,107092
US,PAL,changed-same-index,353,107272,353,107272
US,PAL,changed-same-index,354,104080,354,104080
US,PAL,changed-same-index,355,107780,355,107780
US,PAL,changed-same-index,356,106012,356,106012
US,PAL,changed-same-index,357,103692,357,103692
US,PAL,changed-same-index,358,105424,358,105424
US,PAL,changed-same-index,359,108620,359,108620
US,PAL,changed-same-index,360,107040,360,107040
US,PAL,changed-same-index,361,104428,361,104428
US,PAL,changed-same-index,362,108240,362,107924
US,PAL,changed-same-index,363,116828,363,116828
US,PAL,changed-same-index,364,229432,364,229432
US,PAL,changed-same-index,365,229396,365,229396
US,PAL,changed-same-index,370,93892,370,95548
US,PAL,changed-same-index,371,93892,371,95548
US,PAL,changed-same-index,378,13004,378,13004
US,PAL,changed-same-index,379,13004,379,13004
US,PAL,changed-same-index,410,19496,410,19496
US,PAL,changed-same-index,411,19496,411,19496
US,PAL,changed-same-index,505,0,505,238040
US,PAL,changed-same-index,507,262164,507,238040
US,PAL,changed-same-index,508,262164,508,238040
US,PAL,changed-same-index,522,352656,522,138236
US,PAL,changed-same-index,523,16596,523,138236
US,PAL,changed-same-index,540,437192,540,140412
US,PAL,changed-same-index,547,132116,547,140412
US,PAL,identical,0,458808,0,458808
US,PAL,identical,1,551532,1,551532
US,PAL,identical,2,458808,2,458808
US,PAL,identical,3,517820,3,517820
US,PAL,identical,4,458808,4,458808
US,PAL,identical,5,439172,5,439172
US,PAL,identical,6,458808,6,458808
US,PAL,identical,7,576392,7,576392
US,PAL,identical,8,458808,8,458808
US,PAL,identical,9,699128,9,699128
US,PAL,identical,10,458808,10,458808
US,PAL,identical,11,699916,11,699916
US,PAL,identical,12,458808,12,458808
US,PAL,identical,13,393668,13,393668
US,PAL,identical,14,458808,14,458808
US,PAL,identical,15,718940,15,718940
US,PAL,identical,16,458808,16,458808
US,PAL,identical,17,716656,17,716656
US,PAL,identical,18,458808,18,458808
US,PAL,identical,19,692964,19,692964
US,PAL,identical,20,458808,20,458808
US,PAL,identical,21,470672,21,470672
US,PAL,identical,22,458808,22,458808
US,PAL,identical,23,743072,23,743072
US,PAL,identical,24,458808,24,458808
US,PAL,identical,25,766928,25,766928
US,PAL,identical,26,458808,26,458808
US,PAL,identical,27,753368,27,753368
US,PAL,identical,28,458808,28,458808
US,PAL,identical,29,620764,29,620764
US,PAL,identical,30,458808,30,458808
US,PAL,identical,31,792092,31,792092
US,PAL,identical,32,458808,32,458808
US,PAL,identical,33,726684,33,726684
US,PAL,identical,34,458808,34,458808
US,PAL,identical,35,707740,35,707740
US,PAL,identical,36,458808,36,458808
US,PAL,identical,37,584976,37,584976
US,PAL,identical,38,458808,38,458808
US,PAL,identical,39,763672,39,763672
US,PAL,identical,40,458808,40,458808
US,PAL,identical,41,719768,41,719768
US,PAL,identical,42,458808,42,458808
US,PAL,identical,43,707716,43,707716
US,PAL,identical,44,458808,44,458808
US,PAL,identical,45,678992,45,678992
US,PAL,identical,46,458808,46,458808
US,PAL,identical,47,762240,47,762240
US,PAL,identical,48,458808,48,458808
US,PAL,identical,49,617160,49,617160
US,PAL,identical,50,458808,50,458808
US,PAL,identical,51,606512,51,606512
US,PAL,identical,52,458808,52,458808
US,PAL,identical,53,529944,53,529944
US,PAL,identical,54,458808,54,458808
US,PAL,identical,55,636968,55,636968
US,PAL,identical,56,458808,56,458808
US,PAL,identical,57,765284,57,765284
US,PAL,identical,58,458808,58,458808
US,PAL,identical,59,731984,59,731984
US,PAL,identical,60,458808,60,458808
US,PAL,identical,61,559008,61,559008
US,PAL,identical,62,458808,62,458808
US,PAL,identical,63,762836,63,762836
US,PAL,identical,64,458808,64,458808
US,PAL,identical,65,651032,65,651032
US,PAL,identical,66,458808,66,458808
US,PAL,identical,67,653220,67,653220
US,PAL,identical,68,458808,68,458808
US,PAL,identical,69,609120,69,609120
US,PAL,identical,70,458808,70,458808
US,PAL,identical,71,691316,71,691316
US,PAL,identical,72,458808,72,458808
US,PAL,identical,73,777852,73,777852
US,PAL,identical,74,458808,74,458808
US,PAL,identical,75,787448,75,787448
US,PAL,identical,76,458808,76,458808
US,PAL,identical,77,599132,77,599132
US,PAL,identical,78,458808,78,458808
US,PAL,identical,79,795264,79,795264
US,PAL,identical,80,458808,80,458808
US,PAL,identical,81,746804,81,746804
US,PAL,identical,82,458808,82,458808
US,PAL,identical,83,733976,83,733976
US,PAL,identical,84,458808,84,458808
US,PAL,identical,85,667452,85,667452
US,PAL,identical,86,458808,86,458808
US,PAL,identical,87,768324,87,768324
US,PAL,identical,88,458808,88,458808
US,PAL,identical,89,764220,89,764220
US,PAL,identical,90,458808,90,458808
US,PAL,identical,91,770344,91,770344
US,PAL,identical,92,458808,92,458808
US,PAL,identical,93,570340,93,570340
US,PAL,identical,94,458808,94,458808
US,PAL,identical,95,792352,95,792352
US,PAL,identical,96,458808,96,458808
US,PAL,identical,97,780008,97,780008
US,PAL,identical,98,458808,98,458808
US,PAL,identical,99,779952,99,779952
US,PAL,identical,100,458808,100,458808
US,PAL,identical,101,710796,101,710796
US,PAL,identical,102,458808,102,458808
US,PAL,identical,103,795792,103,795792
US,PAL,identical,104,458808,104,458808
US,PAL,identical,105,769200,105,769200
US,PAL,identical,106,458808,106,458808
US,PAL,identical,107,771868,107,771868
US,PAL,identical,108,458808,108,458808
US,PAL,identical,109,757172,109,757172
US,PAL,identical,110,458808,110,458808
US,PAL,identical,111,791096,111,791096
US,PAL,identical,112,458808,112,458808
US,PAL,identical,113,537828,113,537828
US,PAL,identical,114,458808,114,458808
US,PAL,identical,115,517972,115,517972
US,PAL,identical,116,458808,116,458808
US,PAL,identical,117,413068,117,413068
US,PAL,identical,118,458808,118,458808
US,PAL,identical,119,570300,119,570300
US,PAL,identical,120,458808,120,458808
US,PAL,identical,121,732332,121,732332
US,PAL,identical,122,458808,122,458808
US,PAL,identical,123,726424,123,726424
US,PAL,identical,124,458808,124,458808
US,PAL,identical,125,677780,125,677780
US,PAL,identical,126,458808,126,458808
US,PAL,identical,127,782116,127,782116
US,PAL,identical,128,458808,128,458808
US,PAL,identical,129,686608,129,686608
US,PAL,identical,130,458808,130,458808
US,PAL,identical,131,681308,131,681308
US,PAL,identical,132,458808,132,458808
US,PAL,identical,133,631628,133,631628
US,PAL,identical,134,458808,134,458808
US,PAL,identical,135,734660,135,734660
US,PAL,identical,136,458808,136,458808
US,PAL,identical,137,763340,137,763340
US,PAL,identical,138,458808,138,458808
US,PAL,identical,139,758520,139,758520
US,PAL,identical,140,458808,140,458808
US,PAL,identical,141,698776,141,698776
US,PAL,identical,142,458808,142,458808
US,PAL,identical,143,828116,143,828116
US,PAL,identical,144,458808,144,458808
US,PAL,identical,145,438772,145,438772
US,PAL,identical,146,458808,146,458808
US,PAL,identical,147,424200,147,424200
US,PAL,identical,148,458808,148,458808
US,PAL,identical,149,424624,149,424624
US,PAL,identical,150,458808,150,458808
US,PAL,identical,151,396148,151,396148
US,PAL,identical,152,458808,152,458808
US,PAL,identical,153,323488,153,323488
US,PAL,identical,154,458808,154,458808
US,PAL,identical,155,307092,155,307092
US,PAL,identical,156,458808,156,458808
US,PAL,identical,157,296184,157,296184
US,PAL,identical,158,458808,158,458808
US,PAL,identical,159,308664,159,308664
US,PAL,identical,160,458808,160,458808
US,PAL,identical,161,269532,161,269532
US,PAL,identical,162,458808,162,458808
US,PAL,identical,163,254772,163,254772
US,PAL,identical,164,458808,164,458808
US,PAL,identical,165,218296,165,218296
US,PAL,identical,166,458808,166,458808
US,PAL,identical,167,238864,167,238864
US,PAL,identical,168,458808,168,458808
US,PAL,identical,169,307676,169,307676
US,PAL,identical,170,458808,170,458808
US,PAL,identical,171,298224,171,298224
US,PAL,identical,172,458808,172,458808
US,PAL,identical,173,283560,173,283560
US,PAL,identical,174,458808,174,458808
US,PAL,identical,175,293732,175,293732
US,PAL,identical,176,458808,176,458808
US,PAL,identical,177,238572,177,238572
US,PAL,identical,178,458808,178,458808
US,PAL,identical,179,227360,179,227360
US,PAL,identical,180,458808,180,458808
US,PAL,identical,181,227040,181,227040
US,PAL,identical,182,458808,182,458808
US,PAL,identical,183,218344,183,218344
US,PAL,identical,184,458808,184,458808
US,PAL,identical,185,293400,185,293400
US,PAL,identical,186,458808,186,458808
US,PAL,identical,187,277260,187,277260
US,PAL,identical,188,458808,188,458808
US,PAL,identical,189,276220,189,276220
US,PAL,identical,190,458808,190,458808
US,PAL,identical,191,277440,191,277440
US,PAL,identical,192,458808,192,458808
US,PAL,identical,193,240192,193,240192
US,PAL,identical,194,458808,194,458808
US,PAL,identical,195,244636,195,244636
US,PAL,identical,196,458808,196,458808
US,PAL,identical,197,226568,197,226568
US,PAL,identical,198,458808,198,458808
US,PAL,identical,199,227768,199,227768
US,PAL,identical,200,229432,200,229432
US,PAL,identical,202,48032,202,48032
US,PAL,identical,203,229396,203,229396
US,PAL,identical,204,403400,204,403400
US,PAL,identical,205,45072,205,45072
US,PAL,identical,206,229396,206,229396
US,PAL,identical,208,47268,208,47268
US,PAL,identical,217,458808,217,458808
US,PAL,identical,219,32788,219,32788
US,PAL,identical,220,9568,220,9568
US,PAL,identical,366,120184,366,120184
US,PAL,identical,367,120184,367,120184
US,PAL,identical,368,107372,368,107372
US,PAL,identical,369,107372,369,107372
US,PAL,identical,372,95856,372,95856
US,PAL,identical,373,95856,373,95856
US,PAL,identical,374,114056,374,114056
US,PAL,identical,375,114056,375,114056
US,PAL,identical,376,111800,376,111800
US,PAL,identical,377,111800,377,111800
US,PAL,identical,380,25936,380,25936
US,PAL,identical,381,25936,381,25936
US,PAL,identical,382,168636,382,168636
US,PAL,identical,383,168636,383,168636
US,PAL,identical,384,46904,384,46904
US,PAL,identical,385,46904,385,46904
US,PAL,identical,386,106368,386,106368
US,PAL,identical,387,106368,387,106368
US,PAL,identical,388,60040,388,60040
US,PAL,identical,389,60040,389,60040
US,PAL,identical,390,123776,390,123776
US,PAL,identical,391,123776,391,123776
US,PAL,identical,392,34432,392,34432
US,PAL,identical,393,34432,393,34432
US,PAL,identical,394,133480,394,133480
US,PAL,identical,395,133480,395,133480
US,PAL,identical,396,0,396,0
US,PAL,identical,397,0,397,0
US,PAL,identical,398,22928,398,22928
US,PAL,identical,399,22928,399,22928
US,PAL,identical,400,29876,400,29876
US,PAL,identical,401,29876,401,29876
US,PAL,identical,402,58020,402,58020
US,PAL,identical,403,58020,403,58020
US,PAL,identical,404,44260,404,44260
US,PAL,identical,405,44260,405,44260
US,PAL,identical,406,25884,406,25884
US,PAL,identical,407,25884,407,25884
US,PAL,identical,408,45076,408,45076
US,PAL,identical,409,45076,409,45076
US,PAL,identical,412,12752,412,12752
US,PAL,identical,413,12752,413,12752
US,PAL,identical,414,43384,414,43384
US,PAL,identical,415,43384,415,43384
US,PAL,identical,416,48796,416,48796
US,PAL,identical,417,48796,417,48796
US,PAL,identical,418,19484,418,19484
US,PAL,identical,419,19484,419,19484
US,PAL,identical,420,53368,420,53368
US,PAL,identical,421,53368,421,53368
US,PAL,identical,422,51584,422,51584
US,PAL,identical,423,51584,423,51584
US,PAL,identical,424,8388,424,8388
US,PAL,identical,425,8388,425,8388
US,PAL,identical,426,50540,426,50540
US,PAL,identical,427,50540,427,50540
US,PAL,identical,428,98124,428,98124
US,PAL,identical,429,98124,429,98124
US,PAL,identical,430,76512,430,76512
US,PAL,identical,431,76512,431,76512
US,PAL,identical,432,82196,432,82196
US,PAL,identical,433,82196,433,82196
US,PAL,identical,434,84436,434,84436
US,PAL,identical,435,84436,435,84436
US,PAL,identical,436,82720,436,82720
US,PAL,identical,437,82720,437,82720
US,PAL,identical,438,229432,438,229432
US,PAL,identical,439,4880,439,4880
US,PAL,identical,440,229396,440,229396
US,PAL,identical,441,4880,441,4880
US,PAL,identical,442,229432,442,229432
US,PAL,identical,443,9116,443,9116
US,PAL,identical,444,229396,444,229396
US,PAL,identical,445,9116,445,9116
US,PAL,identical,446,7896,446,7896
US,PAL,identical,447,7896,447,7896
US,PAL,identical,448,2116,448,2116
US,PAL,identical,449,2116,449,2116
US,PAL,identical,450,49828,450,49828
US,PAL,identical,451,49828,451,49828
US,PAL,identical,452,253640,452,253640
US,PAL,identical,453,253640,453,253640
US,PAL,identical,454,270120,464,270120
US,PAL,identical,455,270120,465,270120
US,PAL,identical,456,173244,476,173244
US,PAL,identical,457,173244,477,173244
US,PAL,identical,458,296776,488,296776
US,PAL,identical,459,296776,489,296776
US,PAL,identical,460,48116,500,48116
US,PAL,identical,461,48116,501,48116
US,PAL,identical,462,238040,502,238040
US,PAL,identical,463,238040,503,238040
US,PAL,identical,464,138236,514,138236
US,PAL,identical,465,138236,515,138236
US,PAL,identical,466,216484,526,216484
US,PAL,identical,467,216484,527,216484
US,PAL,identical,468,140412,538,140412
US,PAL,identical,469,140412,539,140412
US,PAL,identical,470,40716,550,40716
US,PAL,identical,471,40716,551,40716
US,PAL,identical,472,48668,552,48668
US,PAL,identical,473,48668,553,48668
US,PAL,identical,474,46192,554,46192
US,PAL,identical,475,46192,555,46192
US,PAL,identical,476,44388,556,44388
US,PAL,identical,477,44388,557,44388
US,PAL,identical,478,50460,558,50460
US,PAL,identical,479,50460,559,50460
US,PAL,identical,480,69632,560,69632
US,PAL,identical,481,4147200,561,4147200
US,PAL,identical,482,3962880,562,3962880
US,PAL,identical,483,4405248,563,4405248
US,PAL,identical,484,3686400,564,3686400
US,PAL,identical,485,4909056,565,4909056
US,PAL,identical,486,4773888,566,4773888
US,PAL,identical,487,7821312,567,7821312
US,PAL,identical,488,5431296,568,5431296
US,PAL,identical,489,5670912,569,5670912
US,PAL,identical,490,6457344,570,6457344
US,PAL,identical,491,6733824,571,6733824
US,PAL,identical,492,7532544,572,7532544
US,PAL,identical,493,9203712,573,9203712
US,PAL,identical,494,4134912,574,4134912
US,PAL,identical,495,8742912,575,8742912
US,PAL,identical,496,5664768,576,5664768
US,PAL,identical,497,6027264,577,6027264
US,PAL,identical,498,2500608,578,2500608
US,PAL,identical,499,2519040,579,2519040
US,PAL,identical,500,2512896,580,2512896
US,PAL,identical,501,2519040,581,2519040
US,PAL,identical,502,2519040,582,2519040
US,PAL,identical,503,2519040,583,2519040
US,PAL,identical,504,2519040,584,2519040
US,PAL,identical,506,3950592,586,3950592
US,PAL,identical,509,262164,589,262164
US,PAL,identical,510,262164,590,262164
US,PAL,identical,510,262164,591,262164
US,PAL,identical,511,262164,590,262164
US,PAL,identical,511,262164,591,262164
US,PAL,identical,512,262164,592,262164
US,PAL,identical,513,458808,593,458808
US,PAL,identical,514,671140,594,671140
US,PAL,identical,515,229432,595,229432
US,PAL,identical,516,328420,596,328420
US,PAL,identical,517,26456,597,26456
US,PAL,identical,518,229396,598,229396
US,PAL,identical,519,260592,599,260592
US,PAL,identical,520,18588,600,18588
US,PAL,identical,521,229432,601,229432
US,PAL,identical,524,229396,604,229396
US,PAL,identical,525,179668,605,179668
US,PAL,identical,526,13416,606,13416
US,PAL,identical,527,229432,607,229432
US,PAL,identical,528,296584,608,296584
US,PAL,identical,529,22296,609,22296
US,PAL,identical,530,229396,610,229396
US,PAL,identical,531,221096,611,221096
US,PAL,identical,532,17556,612,17556
US,PAL,identical,533,229396,613,229396
US,PAL,identical,534,166892,614,166892
US,PAL,identical,535,12408,615,12408
US,PAL,identical,536,229432,616,229432
US,PAL,identical,537,100948,617,100948
US,PAL,identical,538,8360,618,8360
US,PAL,identical,541,14224,621,14224
US,PAL,identical,541,14224,624,14224
US,PAL,identical,541,14224,627,14224
US,PAL,identical,541,14224,633,14224
US,PAL,identical,541,14224,636,14224
US,PAL,identical,542,458808,637,458808
US,PAL,identical,542,458808,639,458808
US,PAL,identical,542,458808,641,458808
US,PAL,identical,542,458808,643,458808
US,PAL,identical,542,458808,645,458808
US,PAL,identical,542,458808,647,458808
US,PAL,identical,543,470712,638,470712
US,PAL,identical,544,458808,649,458808
US,PAL,identical,544,458808,651,458808
US,PAL,identical,544,458808,653,458808
US,PAL,identical,544,458808,655,458808
US,PAL,identical,544,458808,657,458808
US,PAL,identical,544,458808,659,458808
US,PAL,identical,545,355396,650,355396
US,PAL,identical,546,229432,661,229432
US,PAL,identical,548,240,663,240
US,PAL,identical,549,229396,664,229396
US,PAL,identical,550,107796,665,107796
US,PAL,identical,551,420,666,420
US,PAL,identical,552,229432,667,229432
US,PAL,identical,555,229396,670,229396
US,PAL,identical,556,96448,671,96448
US,PAL,identical,557,252,672,252
US,PAL,identical,558,229432,673,229432
US,PAL,identical,560,320,675,320
US,PAL,identical,561,229396,676,229396
US,PAL,identical,562,119468,677,119468
US,PAL,identical,563,1072,678,1072
US,PAL,identical,566,172,681,172
US,PAL,identical,567,229396,682,229396
US,PAL,identical,568,26396,683,26396
US,PAL,identical,569,384,684,384
US,PAL,identical,570,229432,685,229432
US,PAL,identical,571,168744,686,168744
US,PAL,identical,572,736,687,736
US,PAL,identical,573,229396,688,229396
US,PAL,identical,574,46932,689,46932
US,PAL,identical,575,816,690,816
US,PAL,identical,576,229432,691,229432
US,PAL,identical,577,106604,692,106604
US,PAL,identical,578,608,693,608
US,PAL,identical,579,229396,694,229396
US,PAL,identical,580,60404,695,60404
US,PAL,identical,581,480,696,480
US,PAL,identical,582,229432,697,229432
US,PAL,identical,583,123520,698,123520
US,PAL,identical,584,1100,699,1100
US,PAL,identical,585,229396,700,229396
US,PAL,identical,586,34924,701,34924
US,PAL,identical,587,352,702,352
US,PAL,identical,588,229432,703,229432
US,PAL,identical,589,134100,704,134100
US,PAL,identical,590,224,705,224
US,PAL,identical,591,229396,706,229396
US,PAL,identical,592,186372,707,186372
US,PAL,identical,593,516,708,516
US,PAL,identical,594,229432,709,229432
US,PAL,identical,595,76700,710,76700
US,PAL,identical,596,656,711,656
US,PAL,identical,597,229396,712,229396
US,PAL,identical,598,82280,713,82280
US,PAL,identical,599,760,714,760
US,PAL,identical,600,229432,715,229432
US,PAL,identical,601,84544,716,84544
US,PAL,identical,602,736,717,736
US,PAL,identical,603,229396,718,229396
US,PAL,identical,604,82832,719,82832
US,PAL,identical,605,732,720,732
US,PAL,identical,606,458808,721,458808
US,PAL,identical,607,840,722,840
US,PAL,only-in-target,,,619,229432
US,PAL,only-in-target,,,620,437192
US,PAL,only-in-target,,,622,229432
US,PAL,only-in-target,,,623,437192
US,PAL,only-in-target,,,625,229432
US,PAL,only-in-target,,,626,437192
US,PAL,only-in-target,,,628,229432
US,PAL,only-in-target,,,629,439396
US,PAL,only-in-target,,,630,14224
US,PAL,only-in-target,,,631,229432
US,PAL,only-in-target,,,632,437192
US,PAL,only-in-target,,,634,229432
US,PAL,only-in-target,,,635,437192
US,PAL,only-in-target,,,640,477912
US,PAL,only-in-target,,,642,477912
US,PAL,only-in-target,,,644,477912
US,PAL,only-in-target,,,646,477912
US,PAL,only-in-target,,,648,477912
US,PAL,only-in-target,,,652,363336
US,PAL,only-in-target,,,654,363336
US,PAL,only-in-target,,,656,363336
US,PAL,only-in-target,,,658,363336
US,PAL,only-in-target,,,660,362056
US,PAL,only-in-target,,,662,159784
US,PAL,only-in-target,,,668,95984
US,PAL,only-in-target,,,669,408
US,PAL,only-in-target,,,674,114580
US,PAL,only-in-target,,,679,229432
US,PAL,only-in-target,,,680,13676
